,RT_SubSet,Concert,Last_RT_created_at,Last_RT_id,Last_RT_url,OriTwt_id,language,LastRT_user_followers_count,Last_RT_user_friends_count,Last_RT_user_statuses_count,Last_RT_user_favorites_count,Ori_Twt_user_friends_count,Ori_Twt_user_statuses_count,Ori_Twt_user_followers_count,Last_RT_retweet_count,Last_RT_favorite_count,Last_RT_reply_count,Shout,Tweet Length,Tweet link/media,Lost,Unrelated,Affection,Intensifiers,Self,Members,recording,Stills,Production,Music,Commentary,Army,Anticipation,Fanwork,Information,Stream,Spam,Commercial
86,Top200RTd,PTD_ON1,2021-10-24 12:42:56+00:00,1635079376000000000,https://twitter.com/anyuser/status/1452254280220614665,1452216984381399040,und,306,1279,8771,18978,974,6105,6940,7611,31536,39,False,36,True,,,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
87,Top200RTd,PTD_ON1,2021-10-24 12:45:47+00:00,1635079547000000000,https://twitter.com/anyuser/status/1452254995659776014,1452244080629587968,th,68,2046,67644,58264,62,49210,263685,7588,4942,23,False,296,False,,,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
88,Top200RTd,PTD_ON1,2021-10-24 12:58:16+00:00,1635080296000000000,https://twitter.com/anyuser/status/1452258139638751246,1452238110348226560,en,833,1437,36798,110495,14480,86591,125434,7565,15845,108,False,80,True,,,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
89,Top200RTd,PTD_ON1,2021-10-24 12:57:09+00:00,1635080229000000000,https://twitter.com/anyuser/status/1452257857001476101,1452220314340012032,en,71,305,4340,24528,117,9177,191701,7538,20688,81,False,61,True,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
90,Top200RTd,PTD_ON1,2021-10-24 12:57:34+00:00,1635080254000000000,https://twitter.com/anyuser/status/1452257962685308930,1452217205421129728,en,630,1106,55431,111767,51,12007,1898527,7450,19621,48,False,67,True,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
91,Top200RTd,PTD_ON1,2021-10-24 12:55:31+00:00,1635080131000000000,https://twitter.com/anyuser/status/1452257448383942656,1452219373213585408,und,630,1106,55419,111719,152,27569,216679,7429,16771,65,False,49,True,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
92,Top200RTd,PTD_ON1,2021-10-24 12:50:49+00:00,1635079849000000000,https://twitter.com/anyuser/status/1452256262079619073,1452234724240359424,da,630,1106,55406,111644,47,37910,193884,7391,17666,14,False,52,True,,,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
93,Top200RTd,PTD_ON1,2021-10-24 12:58:56+00:00,1635080336000000000,https://twitter.com/anyuser/status/1452258307138195456,1452255553779027968,ja,1222,1127,12782,20278,3,1364,2035881,7340,21890,2422,False,97,True,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,Top200RTd,PTD_ON1,2021-10-24 12:58:15+00:00,1635080295000000000,https://twitter.com/anyuser/status/1452258133917700098,1452209893063155712,en,455,530,138965,88213,682,143301,17458,7335,19317,65,False,57,True,,,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
95,Top200RTd,PTD_ON1,2021-10-24 12:28:01+00:00,1635078481000000000,https://twitter.com/anyuser/status/1452250525190148096,1452228592214200320,tl,290,959,45422,12042,40,3111,377598,7316,15647,39,False,68,True,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
96,Top200RTd,PTD_ON1,2021-10-24 12:53:49+00:00,1635080029000000000,https://twitter.com/anyuser/status/1452257018421592067,1452209642294034432,en,630,1106,55413,111684,47,37912,193897,7227,17000,20,False,58,True,,,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
97,Top200RTd,PTD_ON1,2021-10-24 12:54:30+00:00,1635080070000000000,https://twitter.com/anyuser/status/1452257191990374400,1452236595680141312,en,630,1106,55416,111700,21059,70111,111694,7226,16528,20,False,142,True,,,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
98,Top200RTd,PTD_ON1,2021-10-24 12:59:45+00:00,1635080385000000000,https://twitter.com/anyuser/status/1452258512302747653,1452238433133412352,en,4,38,3460,6511,30,4829,314085,7223,17418,40,False,53,True,,,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
99,Top200RTd,PTD_ON1,2021-10-24 12:37:14+00:00,1635079034000000000,https://twitter.com/anyuser/status/1452252846397734918,1452216672438341632,en,308,511,22390,103255,51,12000,1898363,7128,16245,67,False,57,True,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
100,Top200RTd,PTD_ON1,2021-10-24 12:18:51+00:00,1635077931000000000,https://twitter.com/anyuser/status/1452248218176303119,1452217077025099776,th,502,2959,41127,31101,217,62706,844,7126,13541,29,False,97,True,,,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False
101,Top200RTd,PTD_ON1,2021-10-24 12:45:56+00:00,1635079556000000000,https://twitter.com/anyuser/status/1452255033781899265,1452212757789646848,en,414,1566,106124,28162,6737,24320,30783,7073,21374,88,False,64,True,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
102,Top200RTd,PTD_ON1,2021-10-24 12:58:08+00:00,1635080288000000000,https://twitter.com/anyuser/status/1452258105128112136,1452244550836277248,en,1595,1656,144796,149635,89,33568,2113549,6972,19356,185,False,118,True,,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
103,Top200RTd,PTD_ON1,2021-10-24 12:09:13+00:00,1635077353000000000,https://twitter.com/anyuser/status/1452245795797749763,1452219482290675712,nl,66,518,31310,70127,40,3110,377498,6958,14992,23,False,62,True,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
104,Top200RTd,PTD_ON1,2021-10-24 12:56:53+00:00,1635080213000000000,https://twitter.com/anyuser/status/1452257788961361930,1452213309516632064,ko,480,1215,34603,28512,6,2507,8068902,6955,35755,254,False,76,True,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,Top200RTd,PTD_ON1,2021-10-24 12:58:10+00:00,1635080290000000000,https://twitter.com/anyuser/status/1452258112912519168,1452220078259425280,en,687,2979,208025,289481,118,26115,799490,6912,21873,108,False,90,True,,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
106,Top200RTd,PTD_ON1,2021-10-24 12:02:54+00:00,1635076974000000000,https://twitter.com/anyuser/status/1452244205963722755,1452210274040176640,tl,39,484,70919,72648,40,3110,377630,6898,16817,54,False,66,True,,,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
107,Top200RTd,PTD_ON1,2021-10-24 12:56:52+00:00,1635080212000000000,https://twitter.com/anyuser/status/1452257786801315847,1452230532125888512,und,114,664,53279,46134,90,3241,15045,6886,19421,30,False,49,True,,,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
108,Top200RTd,PTD_ON1,2021-10-24 12:57:55+00:00,1635080275000000000,https://twitter.com/anyuser/status/1452258049264136194,1452224591129108480,et,1387,4258,14168,18900,14,269,46138,6638,14510,43,False,54,True,,,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
109,Top200RTd,PTD_ON1,2021-10-24 12:56:00+00:00,1635080160000000000,https://twitter.com/anyuser/status/1452257569133801473,1452242236842860544,en,73,327,149726,34146,2001,58271,3823,6529,23600,175,False,109,True,,,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
110,Top200RTd,PTD_ON1,2021-10-24 12:38:34+00:00,1635079114000000000,https://twitter.com/anyuser/status/1452253181568761866,1452217208361259008,ko,17,546,2548,5164,171,15127,122106,6472,11546,0,True,54,False,,,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
111,Top200RTd,PTD_ON1,2021-10-24 12:22:53+00:00,1635078173000000000,https://twitter.com/anyuser/status/1452249232681971712,1452217117693124608,en,266,612,52562,124887,639,57854,244180,6434,16811,24,False,76,True,,,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
112,Top200RTd,PTD_ON1,2021-10-24 12:47:03+00:00,1635079623000000000,https://twitter.com/anyuser/status/1452255317627179014,1452219780090507264,en,28,168,70792,148723,809,56223,35551,6414,23710,176,False,73,True,,,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
113,Top200RTd,PTD_ON1,2021-10-24 12:38:44+00:00,1635079124000000000,https://twitter.com/anyuser/status/1452253221037256719,1452218476861534208,und,17,546,2550,5167,35,3925,64917,6401,19095,113,False,57,True,,,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
114,Top200RTd,PTD_ON1,2021-10-24 12:39:03+00:00,1635079143000000000,https://twitter.com/anyuser/status/1452253302125518848,1452218128310669312,tl,438,1308,12918,26021,336,30207,553401,6401,18490,22,False,69,True,,,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
115,Top200RTd,PTD_ON1,2021-10-24 12:54:23+00:00,1635080063000000000,https://twitter.com/anyuser/status/1452257161787191306,1452212768103350272,en,267,324,53227,198183,399,97322,20140,6294,18303,59,False,58,True,,,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
116,Top200RTd,PTD_ON1,2021-10-24 12:17:18+00:00,1635077838000000000,https://twitter.com/anyuser/status/1452247828777086979,1452218138200875008,en,1621,2762,33288,89014,40,15134,144723,6270,15138,19,False,46,True,,,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
117,Top200RTd,PTD_ON1,2021-10-24 12:58:18+00:00,1635080298000000000,https://twitter.com/anyuser/status/1452258145359646720,1452250292276236288,en,411,754,49278,66068,296,35320,1617927,6225,27814,999,False,265,False,,,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
118,Top200RTd,PTD_ON1,2021-10-24 12:13:40+00:00,1635077620000000000,https://twitter.com/anyuser/status/1452246915551166471,1452229672117227520,ko,87,1583,9158,53817,195,39218,34172,6216,11388,15,False,112,True,,,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False
119,Rand200_32t6RTd,PTD_ON1,2021-10-24 10:14:38+00:00,1635070478000000000,https://twitter.com/anyuser/status/1452216956808007686,1452214431828619264,und,183,520,38140,56588,77,22473,22200,8,47,1,False,37,True,,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
120,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:40:05+00:00,1635075605000000000,https://twitter.com/anyuser/status/1452238461788819462,1452233131872997376,th,46,430,84877,116407,122,4726,432,14,19,0,False,60,True,,,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
121,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:04:13+00:00,1635077053000000000,https://twitter.com/anyuser/status/1452244535002681360,1452219388728328192,th,65,1370,264033,23988,95,151118,21681,10,1,0,False,121,False,,,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False
122,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:34:53+00:00,1635075293000000000,https://twitter.com/anyuser/status/1452237154927714311,1452236018602622976,th,48,399,23299,6278,80,3177,3510,27,55,0,False,122,True,,,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
123,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:52:34+00:00,1635076354000000000,https://twitter.com/anyuser/status/1452241602827665418,1452221063925014528,und,0,24,114,1979,93,36621,37747,17,49,0,False,71,True,,,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
124,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:05:08+00:00,1635073508000000000,https://twitter.com/anyuser/status/1452229668778782726,1452228336344764416,en,120,2798,40375,41323,132,7319,44,9,20,1,False,136,True,,,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False
125,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:17:35+00:00,1635074255000000000,https://twitter.com/anyuser/status/1452232802267648002,1452232477259575296,en,147,4138,9176,28504,907,9941,9473,6,17,0,False,66,True,,,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
126,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:50:13+00:00,1635079813000000000,https://twitter.com/anyuser/status/1452256113609646086,1452255944444821504,hi,89,304,66199,88135,18192,129607,62321,12,27,0,False,54,True,,,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
127,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:06:49+00:00,1635077209000000000,https://twitter.com/anyuser/status/1452245188936601609,1452244963358650368,pt,5138,5133,10550,18727,151,12197,19984,10,50,0,False,190,True,,,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False
128,Rand200_32t6RTd,PTD_ON1,2021-10-24 10:41:04+00:00,1635072064000000000,https://twitter.com/anyuser/status/1452223612350566400,1452223222771068928,en,640,1150,62888,4418,801,17388,1905,21,52,0,False,64,True,,,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
129,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:08:56+00:00,1635073736000000000,https://twitter.com/anyuser/status/1452230624975130630,1452230378916298752,th,96,790,175808,12178,163,310744,18347,18,16,0,False,135,False,,,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False
130,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:02:48+00:00,1635073368000000000,https://twitter.com/anyuser/status/1452229080712204288,1452228615270240256,en,1320,3071,16455,46042,352,161918,29913,17,55,0,False,73,True,1.0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:50:45+00:00,1635076245000000000,https://twitter.com/anyuser/status/1452241148618096644,1452240068039610368,en,463,479,250313,218428,288,124985,26086,20,97,0,True,55,False,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
132,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:57:50+00:00,1635080270000000000,https://twitter.com/anyuser/status/1452258029013983233,1452209251523387392,en,8,53,21870,52346,217,2990,42,19,81,1,False,275,True,,,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False
133,Rand200_32t6RTd,PTD_ON1,2021-10-24 09:43:42+00:00,1635068622000000000,https://twitter.com/anyuser/status/1452209174285221891,1452207796146130944,th,46,430,84778,116400,167,32407,16547,15,1,0,True,48,False,,,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False
134,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:15:09+00:00,1635077709000000000,https://twitter.com/anyuser/status/1452247288148025350,1452247058216259584,und,115,664,53261,46128,6943,19705,140502,12,80,1,False,40,True,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:19:35+00:00,1635074375000000000,https://twitter.com/anyuser/status/1452233303495516164,1452232666376511488,es,356,1989,54021,192144,846,13116,1580,11,29,0,False,159,True,,,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False
136,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:08:33+00:00,1635077313000000000,https://twitter.com/anyuser/status/1452245627417550853,1452243842871271424,en,4009,5000,202621,239057,57,991,6834,30,71,0,False,66,True,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:14:46+00:00,1635077686000000000,https://twitter.com/anyuser/status/1452247190890504200,1452246227484037120,und,115,664,53252,46128,6943,19705,140501,22,187,1,False,40,True,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:50:19+00:00,1635079819000000000,https://twitter.com/anyuser/status/1452256136283967494,1452255655922835456,ko,2100,1698,74621,74664,1196,58788,56981,31,106,0,False,133,True,,,True,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False
139,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:29:08+00:00,1635078548000000000,https://twitter.com/anyuser/status/1452250806560886790,1452249067233415168,und,455,530,138955,88205,4240,12294,6517,6,28,1,False,55,True,1.0,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:46:16+00:00,1635079576000000000,https://twitter.com/anyuser/status/1452255118146088961,1452254339049865216,en,161,1581,56817,55238,119,48165,2068507,19,207,2,False,122,True,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:26:29+00:00,1635078389000000000,https://twitter.com/anyuser/status/1452250141394571265,1452247239506673664,en,305,482,58586,78684,284,1761,1462,31,61,56,False,81,True,,,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
142,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:48:16+00:00,1635076096000000000,https://twitter.com/anyuser/status/1452240523532505091,1452217133178531840,en,576,4998,106983,123458,2034,10167,53833,29,14,19,False,94,True,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:37:56+00:00,1635075476000000000,https://twitter.com/anyuser/status/1452237920811855880,1452224067608715264,th,48,399,23309,6278,188,6110,353,21,25,1,False,107,True,,,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
144,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:45:22+00:00,1635079522000000000,https://twitter.com/anyuser/status/1452254893389926402,1452220919343157248,en,6,266,93,3558,184,2050,116,27,101,2,False,138,True,,,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False
145,Rand200_32t6RTd,PTD_ON1,2021-10-24 09:35:22+00:00,1635068122000000000,https://twitter.com/anyuser/status/1452207076554510343,1452206886531452928,ko,147,4128,9125,28441,44,25996,16531,15,21,0,False,52,True,,,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
146,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:10:33+00:00,1635073833000000000,https://twitter.com/anyuser/status/1452231029201199107,1452213775508119552,en,0,24,112,1974,93,36617,37746,6,25,0,False,63,True,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
147,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:06:20+00:00,1635077180000000000,https://twitter.com/anyuser/status/1452245067062775814,1452244452697837568,en,116,544,47258,125279,857,25979,86923,12,128,0,False,117,False,,,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False
148,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:10:41+00:00,1635077441000000000,https://twitter.com/anyuser/status/1452246162728263685,1452213787566780416,it,463,479,250324,218438,217,5656,1044,27,95,0,False,49,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:18:48+00:00,1635074328000000000,https://twitter.com/anyuser/status/1452233107596320773,1452232673779462144,th,36,454,28663,28947,94,39149,16908,21,12,0,False,65,False,,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
150,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:26:48+00:00,1635078408000000000,https://twitter.com/anyuser/status/1452250219274457092,1452245615417692160,und,523,1363,53961,363302,11,12670,9212,7,16,0,False,40,True,1.0,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
151,Rand200_32t6RTd,PTD_ON1,2021-10-24 10:49:03+00:00,1635072543000000000,https://twitter.com/anyuser/status/1452225620050591749,1452225165744607232,th,96,790,175746,12164,158,85904,42480,32,20,0,False,57,True,,,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
152,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:34:21+00:00,1635078861000000000,https://twitter.com/anyuser/status/1452252119264899083,1452250655171743744,en,1184,963,15751,70305,902,4362,886,7,14,1,False,66,True,,,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
153,Rand200_32t6RTd,PTD_ON1,2021-10-24 10:56:35+00:00,1635072995000000000,https://twitter.com/anyuser/status/1452227513879572483,1452227305309417472,th,39,484,70687,72452,90,6242,5429,31,42,0,False,176,True,,,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
154,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:11:16+00:00,1635077476000000000,https://twitter.com/anyuser/status/1452246311043014658,1452244905275842560,en,1083,557,37061,381224,311,63993,34440,11,26,0,False,71,False,,,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
155,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:17:26+00:00,1635077846000000000,https://twitter.com/anyuser/status/1452247860603342853,1452243158511730688,en,107,424,4126,6885,1334,12520,1211,6,20,1,False,102,False,,,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
156,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:18:37+00:00,1635074317000000000,https://twitter.com/anyuser/status/1452233058946519043,1452232860354633728,es,552,859,47218,63390,637,82420,27722,6,22,0,False,138,False,,,False,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False
157,Rand200_32t6RTd,PTD_ON1,2021-10-24 09:37:49+00:00,1635068269000000000,https://twitter.com/anyuser/status/1452207693062676487,1452207190593388544,en,233,680,109095,83388,44,9204,103086,31,40,0,True,59,False,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
158,Rand200_32t6RTd,PTD_ON1,2021-10-24 09:52:57+00:00,1635069177000000000,https://twitter.com/anyuser/status/1452211502321123335,1452211405852221440,en,1151,4608,23176,144716,150,48764,113248,13,61,0,False,155,True,1.0,,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
159,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:24:58+00:00,1635074698000000000,https://twitter.com/anyuser/status/1452234656703647745,1452232613914189824,en,75,431,8969,5970,0,1231,1883,11,39,0,False,62,True,,,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
160,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:19:57+00:00,1635077997000000000,https://twitter.com/anyuser/status/1452248494991806464,1452247856421740544,en,44,397,19519,43018,321,19596,20238,25,65,0,False,74,True,,,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
161,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:27:48+00:00,1635078468000000000,https://twitter.com/anyuser/status/1452250473067593730,1452215666380050432,es,63,247,7282,7478,65,3311,3965,8,19,1,False,160,True,,,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
162,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:51:14+00:00,1635079874000000000,https://twitter.com/anyuser/status/1452256369311105027,1452246516253577216,en,161,1581,56837,55258,147,1224,677947,22,667,12,True,46,False,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,Rand200_32t6RTd,PTD_ON1,2021-10-24 09:58:36+00:00,1635069516000000000,https://twitter.com/anyuser/status/1452212925456867328,1452212764039163904,en,129,1417,10824,113547,831,57829,55581,21,75,0,False,153,False,,,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
164,Rand200_32t6RTd,PTD_ON1,2021-10-24 10:14:52+00:00,1635070492000000000,https://twitter.com/anyuser/status/1452217017621114886,1452216860720738304,en,883,760,48678,1,300,59308,137889,25,60,0,False,77,True,1.0,,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
165,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:57:27+00:00,1635080247000000000,https://twitter.com/anyuser/status/1452257932842786817,1452223578443763712,en,133,105,70840,165595,50,4746,51,17,71,1,False,140,True,,,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
166,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:10:49+00:00,1635077449000000000,https://twitter.com/anyuser/status/1452246198799196170,1452245615413547008,en,116,544,47273,125301,145,3272,7525,6,22,0,False,156,False,,,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
167,Rand200_32t6RTd,PTD_ON1,2021-10-24 10:05:46+00:00,1635069946000000000,https://twitter.com/anyuser/status/1452214727426379777,1452213501829730304,th,36,454,28610,28897,1110,94575,20916,23,29,0,False,63,True,,,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
168,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:29:48+00:00,1635074988000000000,https://twitter.com/anyuser/status/1452235873022525452,1452235706651324416,th,36,454,28675,28962,78,46668,18303,12,9,0,True,55,False,1.0,,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
169,Rand200_32t6RTd,PTD_ON1,2021-10-24 10:31:45+00:00,1635071505000000000,https://twitter.com/anyuser/status/1452221266799304705,1452209407404789760,und,30,347,3347,7788,1085,30875,28428,18,158,0,False,58,True,1.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:02:49+00:00,1635073369000000000,https://twitter.com/anyuser/status/1452229084927381510,1452228895365795840,en,1154,4610,23235,144808,2503,58087,21848,19,47,0,False,51,True,,,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
171,Rand200_32t6RTd,PTD_ON1,2021-10-24 10:03:22+00:00,1635069802000000000,https://twitter.com/anyuser/status/1452214123480109068,1452213617512914944,en,153,832,5903,102980,104,11668,5294,10,23,0,False,81,True,,,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False
172,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:47:51+00:00,1635076071000000000,https://twitter.com/anyuser/status/1452240415902474243,1452240174365171712,en,1602,1239,20785,46878,3816,9151,11953,7,19,0,False,102,False,,,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False
173,Rand200_32t6RTd,PTD_ON1,2021-10-24 10:32:37+00:00,1635071557000000000,https://twitter.com/anyuser/status/1452221485477777409,1452221161354383360,en,76,134,5553,3543,6737,24273,30734,23,74,3,False,103,False,,,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False
174,Rand200_32t6RTd,PTD_ON1,2021-10-24 09:55:43+00:00,1635069343000000000,https://twitter.com/anyuser/status/1452212199745806338,1452212001489539072,tr,715,773,68629,180251,373,151444,21370,10,20,0,False,55,True,,,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False
175,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:45:10+00:00,1635079510000000000,https://twitter.com/anyuser/status/1452254842110582785,1452252027040382976,ko,480,1214,34563,28378,39,486,319,21,28,0,False,53,True,,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:21:34+00:00,1635078094000000000,https://twitter.com/anyuser/status/1452248903907225607,1452245158397767680,pt,966,1629,74349,115528,1760,12313,1104,12,28,3,False,51,True,1.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:48:52+00:00,1635076132000000000,https://twitter.com/anyuser/status/1452240673239928836,1452224811678281728,en,2,226,431,1248,7,46,3,16,51,1,False,101,True,,,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
178,Rand200_32t6RTd,PTD_ON1,2021-10-24 09:46:18+00:00,1635068778000000000,https://twitter.com/anyuser/status/1452209829116715009,1452209513004634112,en,656,1358,354310,379336,700,132686,77061,21,76,1,False,127,True,,,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
179,Rand200_32t6RTd,PTD_ON1,2021-10-24 12:08:09+00:00,1635077289000000000,https://twitter.com/anyuser/status/1452245524682350594,1452245196897406976,en,7705,8128,87473,112939,2525,29153,75743,20,58,0,False,260,True,,,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
180,Rand200_32t6RTd,PTD_ON1,2021-10-24 11:35:38+00:00,1635075338000000000,https://twitter.com/anyuser/status/1452237344271224835,1452236848907145216,es,482,942,17978,54835,793,24215,8614,14,39,0,False,95,False,,,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
