,RT_SubSet,Concert,Last_RT_created_at,tweet,Last_RT_id,Last_RT_url,OriTwt_id,language,LastRT_user_followers_count,Last_RT_user_friends_count,Last_RT_user_statuses_count,Last_RT_user_favorites_count,Ori_Twt_user_friends_count,Ori_Twt_user_statuses_count,Ori_Twt_user_followers_count,Last_RT_retweet_count,Last_RT_favorite_count,Last_RT_reply_count,Shout,Tweet Length,Tweet link/media,Affection,Intensifiers,Self,Members,recording,Stills,Production,Music,Commentary,Army,Anticipation,Fanwork,Information,Stream,Spam,Commercial,Hashtag,@BTS_twt
383,Rand200_NoRT,PTD_ON1,2021-10-24 11:38:35+00:00,"@BTS_twt
That was AMAZING. You were all on fire and it has set my day up.💜💜",1452238086163869697,https://twitter.com/anyuser/status/1452238086163869697,1452238086163869697,en,93,253,2115,3951,253,2115,93,0,0,0,False,77,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
384,Rand200_NoRT,PTD_ON1,2021-10-24 11:26:11+00:00,NAMJOON NGAPAIIINNNN 😭https://t.co/7QBNvWRZEv,1452234963441618959,https://twitter.com/anyuser/status/1452234963441618959,1452234963441618959,tl,938,1019,42989,31666,1019,42989,938,0,0,0,False,46,True,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
385,Rand200_NoRT,PTD_ON1,2021-10-24 11:50:07+00:00,@BTS_twt *Hug* from @rra_ia,1452240986264977418,https://twitter.com/anyuser/status/1452240986264977418,1452240986264977418,en,109999,2,3918041,695,2,3918041,109999,0,0,0,True,27,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
386,Rand200_NoRT,PTD_ON1,2021-10-24 11:39:09+00:00,@BTS_twt ily pupunta tlga ako con soon!!!!!,1452238226282844160,https://twitter.com/anyuser/status/1452238226282844160,1452238226282844160,tl,245,259,4952,2904,259,4952,245,0,0,0,True,43,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
387,Rand200_NoRT,PTD_ON1,2021-10-24 10:42:37+00:00,DANCE BREAK???,1452223999795240963,https://twitter.com/anyuser/status/1452223999795240963,1452223999795240963,en,941,1832,27492,83604,1832,27492,941,0,0,0,True,14,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
388,Rand200_NoRT,PTD_ON1,2021-10-24 12:39:22+00:00,"@BTS_twt
지금, 우선 생각하는 것은 행복한 기분이 되고, 뿌듯해졌다는 것.
오빠들이 힘들어하면서 준비하고 있었대.
조금 안타까워졌지만..보여줬던  무대는 최고의 퍼포먼스였습니다.😢
정말 골라준 곡에, 옛 추억과 함께 그립고, 춤도 함께 볼 수 있어서 기뻤습니다 ! !",1452253380575854596,https://twitter.com/anyuser/status/1452253380575854596,1452253380575854596,ko,158,215,41491,35472,215,41491,158,0,0,0,False,154,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True
389,Rand200_NoRT,PTD_ON1,2021-10-24 12:01:24+00:00,"@BTS_twt i lovee youu, rest well bby. thank you for todayyy",1452243825745973251,https://twitter.com/anyuser/status/1452243825745973251,1452243825745973251,en,1229,1154,50651,75201,1154,50651,1229,0,0,0,True,59,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
390,Rand200_NoRT,PTD_ON1,2021-10-24 11:17:09+00:00,อยากลุกเต้น,1452232691148075012,https://twitter.com/anyuser/status/1452232691148075012,1452232691148075012,th,96,790,175824,12181,790,175824,96,0,0,0,True,11,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
391,Rand200_NoRT,PTD_ON1,2021-10-24 09:46:17+00:00,MINT KOOOOOOKIEEEEE,1452209824918392838,https://twitter.com/anyuser/status/1452209824918392838,1452209824918392838,pl,730,1818,27496,49535,1818,27496,730,0,0,0,True,19,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
392,Rand200_NoRT,PTD_ON1,2021-10-24 12:07:25+00:00,@BTS_twt stink stink you know i love you to the moon n back but pls don’t leave me like that again. couldn’t even get to the last line n they cut that shit right off that’s not good for me stink stink pls think abt it next time &lt;3  https://t.co/3NfoM1np0O,1452245340724338696,https://twitter.com/anyuser/status/1452245340724338696,1452245340724338696,en,36,72,2477,13779,72,2477,36,0,0,0,False,258,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
393,Rand200_NoRT,PTD_ON1,2021-10-24 10:13:31+00:00,my mind just blacked out oh holy shit,1452216679660986373,https://twitter.com/anyuser/status/1452216679660986373,1452216679660986373,en,616,1121,51483,244514,1121,51483,616,0,0,0,True,37,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
394,Rand200_NoRT,PTD_ON1,2021-10-24 10:40:44+00:00,DYNAMITEEEE,1452223527482953728,https://twitter.com/anyuser/status/1452223527482953728,1452223527482953728,de,746,1127,98257,201543,1127,98257,746,0,0,0,True,11,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
395,Rand200_NoRT,PTD_ON1,2021-10-24 12:30:20+00:00,@BTS_twt احد يعطيهم الباس خل يحدثون لنا,1452251109012168712,https://twitter.com/anyuser/status/1452251109012168712,1452251109012168712,ar,63,94,23387,25210,94,23387,63,0,0,0,True,39,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True
396,Rand200_NoRT,PTD_ON1,2021-10-24 11:30:20+00:00,"@BTS_twt 
killed us first with the chests... made us happy... now making us cry.. TF you want??!!!

#PTDonStage",1452236010721472516,https://twitter.com/anyuser/status/1452236010721472516,1452236010721472516,en,39,551,3060,11236,551,3060,39,0,0,0,False,111,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
397,Rand200_NoRT,PTD_ON1,2021-10-24 10:34:22+00:00,hopekook sendo piticos juntos amo eles,1452221925221146624,https://twitter.com/anyuser/status/1452221925221146624,1452221925221146624,es,34985,35538,111017,637315,35538,111017,34985,0,0,0,True,38,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
