,RT_SubSet,Concert,Last_RT_created_at,Last_RT_id,Last_RT_url,OriTwt_id,language,LastRT_user_followers_count,Last_RT_user_friends_count,Last_RT_user_statuses_count,Last_RT_user_favorites_count,Ori_Twt_user_friends_count,Ori_Twt_user_statuses_count,Ori_Twt_user_followers_count,Last_RT_retweet_count,Last_RT_favorite_count,Last_RT_reply_count,Shout,Tweet Length,Tweet link/media,Affection,Intensifiers,Self,Members,recording,Stills,Production,Music,Commentary,Army,Anticipation,Fanwork,Information,Stream,Spam,Commercial
176,Top200RTd,SWZ_D1,2021-06-13 09:58:18+00:00,1623578298000000000,https://twitter.com/anyuser/status/1404052943117053955,1403315627775827968,en,192,1816,22697,41825,400,4295,378,407,1329,18,False,123,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
177,Top200RTd,SWZ_D1,2021-06-13 11:40:01+00:00,1623584401000000000,https://twitter.com/anyuser/status/1404053368935493632,1404049307548848128,en,9,56,968,6795,133,28611,41197,405,1248,17,False,157,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
178,Top200RTd,SWZ_D1,2021-06-13 09:36:49+00:00,1623577009000000000,https://twitter.com/anyuser/status/1404053412950335493,1403673781340569600,th,5,113,623,510,74,3363,468,403,118,6,False,379,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
179,Top200RTd,SWZ_D1,2021-06-13 10:29:01+00:00,1623580141000000000,https://twitter.com/anyuser/status/1404014587360563205,1403715959756574720,pt,366,372,22693,18326,753,90724,135789,402,1237,21,False,165,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False
180,Top200RTd,SWZ_D1,2021-06-13 09:46:44+00:00,1623577604000000000,https://twitter.com/anyuser/status/1404052023868157952,1404026794680864768,th,84,72,29533,788,297,172309,2447,402,436,0,False,130,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False
181,Top200RTd,SWZ_D1,2021-06-13 10:21:11+00:00,1623579671000000000,https://twitter.com/anyuser/status/1404053326895882240,1404045062674259968,en,85,928,5920,6721,133,28611,41172,402,1205,2,False,157,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
182,Top200RTd,SWZ_D1,2021-06-13 10:54:49+00:00,1623581689000000000,https://twitter.com/anyuser/status/1404053099262603268,1403910876764139520,th,0,3,123,87,188,10641,4595,390,420,129,False,287,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True
183,Top200RTd,SWZ_D1,2021-06-13 10:58:27+00:00,1623581907000000000,https://twitter.com/anyuser/status/1404018785086889984,1403977053666373632,en,29,150,5455,9202,9112,76032,69920,389,1031,26,False,166,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
184,Top200RTd,SWZ_D1,2021-06-13 09:19:50+00:00,1623575990000000000,https://twitter.com/anyuser/status/1404011554383613952,1402916339979743232,ja,24,56,139,351,86,5692,147,387,4147,10,False,144,True,True,True,False,False,False,False,True,False,False,True,True,True,True,False,False,False
185,Top200RTd,SWZ_D1,2021-06-13 09:02:32+00:00,1623574952000000000,https://twitter.com/anyuser/status/1404053335968079876,1404026236964282368,ja,138,221,4301,22454,27,4217,1322,386,1272,5,False,191,True,False,False,False,True,False,True,True,False,False,True,True,False,True,False,False,False
186,Top200RTd,SWZ_D1,2021-06-13 10:19:56+00:00,1623579596000000000,https://twitter.com/anyuser/status/1404052176737955840,1404021254630301696,en,162,421,439,2448,133,28609,41158,386,1180,0,False,154,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
187,Top200RTd,SWZ_D1,2021-06-13 11:54:08+00:00,1623585248000000000,https://twitter.com/anyuser/status/1404049327408881666,1404020332667695104,und,0,63,1357,448,21,2873,19524,386,1071,1,False,80,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
188,Top200RTd,SWZ_D1,2021-06-13 10:32:45+00:00,1623580365000000000,https://twitter.com/anyuser/status/1404053047211225096,1404043437524099072,en,13,24,2870,13668,133,28610,41171,384,1314,3,False,141,True,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False
189,Top200RTd,SWZ_D1,2021-06-13 10:11:07+00:00,1623579067000000000,https://twitter.com/anyuser/status/1404053066622672897,1404016887080554496,pt,29,279,1653,4064,753,90768,135920,383,1600,5,False,202,True,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False
190,Top200RTd,SWZ_D1,2021-06-13 10:13:47+00:00,1623579227000000000,https://twitter.com/anyuser/status/1404002971503841281,1402997623066222592,th,34,166,130713,5738,203,11625,2500,383,390,0,False,103,True,True,False,False,True,True,False,True,True,False,False,False,True,True,False,False,False
191,Top200RTd,SWZ_D1,2021-06-13 09:42:25+00:00,1623577345000000000,https://twitter.com/anyuser/status/1404053352665677824,1404024326362263552,ko,401,402,9672,1810,198,6563,2756,381,900,1,False,63,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False
192,Top200RTd,SWZ_D1,2021-06-13 09:41:34+00:00,1623577294000000000,https://twitter.com/anyuser/status/1404053318498848779,1404031512752713728,ja,8,104,1792,797,4,396,11,381,2993,10,False,130,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
193,Top200RTd,SWZ_D1,2021-06-13 09:26:37+00:00,1623576397000000000,https://twitter.com/anyuser/status/1404053308252168196,1404042737502986240,en,12,62,842,554,51,7125,45645,378,1433,81,False,139,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False
194,Top200RTd,SWZ_D1,2021-06-13 09:31:37+00:00,1623576697000000000,https://twitter.com/anyuser/status/1404049899964928005,1403341644263575552,ko,17,18,8265,9808,86,17413,109,377,569,4,False,92,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False
195,Top200RTd,SWZ_D1,2021-06-13 11:48:28+00:00,1623584908000000000,https://twitter.com/anyuser/status/1404048382281142284,1404002817254182912,th,931,175,134632,126262,52,17924,46039,374,231,1,False,520,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
196,Top200RTd,SWZ_D1,2021-06-13 10:59:14+00:00,1623581954000000000,https://twitter.com/anyuser/status/1404033273353830400,1403327899638190080,en,4,54,2366,217,254,11878,200,374,1877,22,False,288,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,False
197,Top200RTd,SWZ_D1,2021-06-13 11:07:24+00:00,1623582444000000000,https://twitter.com/anyuser/status/1404050393101869058,1403586279711731712,th,2,83,3167,4300,651,27191,176,372,304,5,False,176,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
198,Top200RTd,SWZ_D1,2021-06-13 09:51:21+00:00,1623577881000000000,https://twitter.com/anyuser/status/1404053273955373062,1404036980199985152,th,72,522,76420,52409,54,444,591,367,446,1,False,163,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False
199,Top200RTd,SWZ_D1,2021-06-13 09:28:57+00:00,1623576537000000000,https://twitter.com/anyuser/status/1404053022892707840,1404044552592183296,th,24,89,6585,8684,142,15131,381,366,441,2,False,150,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False
200,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:14:15+00:00,1623579255000000000,https://twitter.com/anyuser/status/1404019275812147206,1404014486109917184,th,8,111,6020,7086,128,2259,46,16,23,0,False,91,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:51:14+00:00,1623581474000000000,https://twitter.com/anyuser/status/1404028584931381248,1404018129005600768,th,22,456,3780,16,134,8346,71,24,36,0,False,92,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
202,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:56:37+00:00,1623585397000000000,https://twitter.com/anyuser/status/1404045036581445637,1404033787005132800,pt,305,311,19542,24535,481,54886,84899,17,81,0,False,135,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:07:26+00:00,1623582446000000000,https://twitter.com/anyuser/status/1404032662193377282,1404016100774354944,th,340,922,2063,2068,321,6302,238,11,12,0,False,98,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:08:09+00:00,1623582489000000000,https://twitter.com/anyuser/status/1404032841944420353,1404024072716029952,ht,1,57,1717,6143,1090,15642,1269,10,23,0,False,87,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
205,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:03:47+00:00,1623585827000000000,https://twitter.com/anyuser/status/1404046839855288321,1404010928547373056,en,0,67,1227,7596,11,3017,2097,7,46,5,False,69,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:13:21+00:00,1623579201000000000,https://twitter.com/anyuser/status/1404019050401865738,1403977232029130752,ja,4,10,582,868,118,369,97,7,8,1,False,148,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
207,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:15:19+00:00,1623586519000000000,https://twitter.com/anyuser/status/1404049744477913093,1404047227060834304,in,25,9,31,300,90,1103,298,10,14,0,False,190,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:51:35+00:00,1623581495000000000,https://twitter.com/anyuser/status/1404028670251913217,1404021039902838784,th,59,254,85,9297,2819,9650,2618,7,10,27,False,220,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:06:24+00:00,1623585984000000000,https://twitter.com/anyuser/status/1404047501422993417,1404041719805399040,en,184,448,6037,9147,8727,159206,7930,8,26,0,False,109,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:35:07+00:00,1623584107000000000,https://twitter.com/anyuser/status/1404039626063433731,1404038756051521536,th,5,140,1807,6443,264,22514,735,6,8,0,False,151,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
211,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:06:58+00:00,1623578818000000000,https://twitter.com/anyuser/status/1404017445132652544,1404012832769777664,th,0,18,9,9,469,11156,1660,8,10,0,False,122,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
212,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:41:22+00:00,1623580882000000000,https://twitter.com/anyuser/status/1404026100917755905,1404024371493052416,en,168,446,12015,69853,432,9398,373,10,21,2,False,133,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:44:54+00:00,1623584694000000000,https://twitter.com/anyuser/status/1404042089743061002,1403991519162343424,th,2,21,521,283,92,6479,4492,13,16,22,False,296,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
214,Rand200_32t6RTd,SWZ_D1,2021-06-13 09:26:45+00:00,1623576405000000000,https://twitter.com/anyuser/status/1404007320594522114,1404003644534448128,th,150,341,56549,4397,297,172173,2392,7,6,0,False,137,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:13:39+00:00,1623582819000000000,https://twitter.com/anyuser/status/1404034224018006020,1404030923117522944,th,3,15,456,801,93,78,7,7,13,0,False,123,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
216,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:11:23+00:00,1623586283000000000,https://twitter.com/anyuser/status/1404048753913434119,1404026594902032384,es,12,94,550,751,416,32869,11992,28,154,1,False,74,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
217,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:20:06+00:00,1623586806000000000,https://twitter.com/anyuser/status/1404050946179616771,1404018918986072064,es,88,144,3305,5761,52,1155,22,8,23,0,False,169,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
218,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:40:54+00:00,1623580854000000000,https://twitter.com/anyuser/status/1404025982298726401,1404022597063364608,in,12,141,4622,10125,149,21826,288,9,45,1,False,119,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
219,Rand200_32t6RTd,SWZ_D1,2021-06-13 09:33:09+00:00,1623576789000000000,https://twitter.com/anyuser/status/1404008934864613376,1402940670445248512,en,1,91,1731,117,126,6092,61,16,43,0,False,257,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False
220,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:32:22+00:00,1623580342000000000,https://twitter.com/anyuser/status/1404023833699356673,1404017420382126080,en,617,221,2416,1718,1131,33327,3202,6,39,2,False,153,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
221,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:46:36+00:00,1623581196000000000,https://twitter.com/anyuser/status/1404027417925017604,1404013196004847616,ko,646,416,9073,30567,5,615,8925,21,64,0,False,114,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
222,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:25:07+00:00,1623587107000000000,https://twitter.com/anyuser/status/1404052208807649280,1404036354145546240,en,51,628,7473,8155,116,1255,17,22,85,0,False,213,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
223,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:28:19+00:00,1623587299000000000,https://twitter.com/anyuser/status/1404053014822875140,1404038806962016256,en,93,332,3778,6455,4995,13356,3822,20,45,1,False,101,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False
224,Rand200_32t6RTd,SWZ_D1,2021-06-13 09:31:29+00:00,1623576689000000000,https://twitter.com/anyuser/status/1404008514574438400,1404006030632095744,th,1,42,1320,1513,560,283796,341,6,5,0,False,133,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False
225,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:26:38+00:00,1623587198000000000,https://twitter.com/anyuser/status/1404052590275530755,1404027168221446144,en,42,75,3537,7265,31,1476,21,15,128,0,False,92,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
226,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:16:05+00:00,1623579365000000000,https://twitter.com/anyuser/status/1404019738926215172,1404018844402958336,en,19,132,9700,13564,252,3656,8,7,13,0,False,114,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False
227,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:29:50+00:00,1623587390000000000,https://twitter.com/anyuser/status/1404053395179200520,1404051589749424128,es,500,1535,110290,172477,143,6380,13010,11,25,0,False,361,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
228,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:20:04+00:00,1623586804000000000,https://twitter.com/anyuser/status/1404050938575298563,1404022640021442560,en,0,4,3,0,19,16,9,7,17,0,False,160,True,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False
229,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:46:37+00:00,1623584797000000000,https://twitter.com/anyuser/status/1404042522754641921,1404025738508980224,en,0,30,67,170,141,17552,5329,18,36,0,False,77,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
230,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:19:41+00:00,1623583181000000000,https://twitter.com/anyuser/status/1404035744214052871,1404026160166621184,und,4,248,268,258,50,5607,90,13,34,0,False,80,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
231,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:43:27+00:00,1623584607000000000,https://twitter.com/anyuser/status/1404041722498220035,1404039642136006656,th,2,33,289,1416,174,7444,535,6,6,0,False,155,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
232,Rand200_32t6RTd,SWZ_D1,2021-06-13 09:56:20+00:00,1623578180000000000,https://twitter.com/anyuser/status/1404014765245038593,1404007992664670208,und,0,24,3072,3677,133,28547,40952,11,60,0,False,248,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
233,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:20:07+00:00,1623583207000000000,https://twitter.com/anyuser/status/1404035850485125124,1404015733445566464,en,3,35,11343,3867,4995,13318,3815,25,130,0,False,146,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
234,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:25:33+00:00,1623579933000000000,https://twitter.com/anyuser/status/1404022117943836674,1404021285974253568,en,296,135,43796,7588,131,35938,3382,12,33,0,False,173,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False
235,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:36:00+00:00,1623584160000000000,https://twitter.com/anyuser/status/1404039847518429186,1404027684015931392,th,16,71,28648,39122,297,172291,2440,11,20,0,False,92,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
236,Rand200_32t6RTd,SWZ_D1,2021-06-13 09:50:45+00:00,1623577845000000000,https://twitter.com/anyuser/status/1404013361373880320,1403530224852258816,es,4,13,695,3033,179,959,44,31,260,2,False,138,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
237,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:03:36+00:00,1623585816000000000,https://twitter.com/anyuser/status/1404046794472837126,1404038741845442560,ja,6,15,119,229,93,15687,321,7,60,2,False,211,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
238,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:59:38+00:00,1623581978000000000,https://twitter.com/anyuser/status/1404030695618629645,1404028738522726400,en,80,170,23247,32068,1841,2583,1920,17,78,0,False,134,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:27:05+00:00,1623583625000000000,https://twitter.com/anyuser/status/1404037605390381063,1403990869292687360,ko,190,186,445,545,470,3601,736,7,43,2,False,213,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
240,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:49:59+00:00,1623584999000000000,https://twitter.com/anyuser/status/1404043366908579853,1404012849454850048,en,74,132,2065,4923,6560,51861,11262,17,128,6,False,206,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
241,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:27:57+00:00,1623587277000000000,https://twitter.com/anyuser/status/1404052924527906822,1404043904631070720,en,11,55,833,874,4995,13356,3822,14,61,0,False,116,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False
242,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:32:32+00:00,1623580352000000000,https://twitter.com/anyuser/status/1404023878930759682,1404019170979708928,th,6,114,7551,3886,297,172235,2403,20,27,1,False,129,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
243,Rand200_32t6RTd,SWZ_D1,2021-06-13 09:34:17+00:00,1623576857000000000,https://twitter.com/anyuser/status/1404009217632124933,1403999837218082816,tl,977,1054,37684,48093,412,4399,28736,9,168,2,False,88,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
244,Rand200_32t6RTd,SWZ_D1,2021-06-13 09:18:39+00:00,1623575919000000000,https://twitter.com/anyuser/status/1404005282573819905,1403991653141016576,ko,1055,1072,11498,15951,602,3524,611,7,23,2,False,192,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
245,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:52:25+00:00,1623581545000000000,https://twitter.com/anyuser/status/1404028879644237832,1404002213408608256,th,212,470,7010,7174,284,7431,132,8,5,0,False,125,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
246,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:47:31+00:00,1623584851000000000,https://twitter.com/anyuser/status/1404042745488941059,1404033438953328640,ko,29,1221,20107,25705,20,979,797,12,37,0,False,111,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
247,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:26:30+00:00,1623587190000000000,https://twitter.com/anyuser/status/1404052558944083971,1404029077888159744,en,163,587,9107,44075,321,38419,10547,25,100,1,False,90,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
248,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:03:53+00:00,1623582233000000000,https://twitter.com/anyuser/status/1404031766101467136,1404026341134114816,pt,6082,6623,52931,34501,53,48,45,23,116,0,False,188,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
249,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:18:59+00:00,1623586739000000000,https://twitter.com/anyuser/status/1404050665555468292,1404036107948347392,und,4,84,292,345,297,172307,2445,6,19,0,False,99,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
250,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:50:24+00:00,1623585024000000000,https://twitter.com/anyuser/status/1404043472613564417,1404028211487555584,es,191,479,5735,17400,648,78575,707,8,23,0,False,125,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
251,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:27:24+00:00,1623580044000000000,https://twitter.com/anyuser/status/1404022583469748232,1404006497932165120,pt,345,1095,2198,10358,3577,39429,5181,21,94,6,False,239,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
252,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:29:40+00:00,1623587380000000000,https://twitter.com/anyuser/status/1404053354058174470,1403660198653304832,ko,30,120,8065,15366,6,523,47,8,23,1,False,113,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
253,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:15:55+00:00,1623586555000000000,https://twitter.com/anyuser/status/1404049895623901187,1404041668748316672,es,940,3003,55369,23706,138,12336,20537,16,98,0,False,116,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
254,Rand200_32t6RTd,SWZ_D1,2021-06-13 09:00:06+00:00,1623574806000000000,https://twitter.com/anyuser/status/1404000616179912709,1403993593690279936,en,284,530,15343,17587,393,46665,13153,17,32,2,False,94,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
255,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:19:21+00:00,1623586761000000000,https://twitter.com/anyuser/status/1404050760325689357,1404045245898129408,ko,468,468,129294,206290,24,460,1575,7,34,0,False,84,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
256,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:13:39+00:00,1623582819000000000,https://twitter.com/anyuser/status/1404034225230262272,1404033159080120320,es,367,466,74939,63462,648,78534,703,9,7,0,False,131,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
257,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:29:41+00:00,1623587381000000000,https://twitter.com/anyuser/status/1404053359816974338,1404045682084696064,ko,113,855,40276,30916,310,101494,497,15,19,0,False,164,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False
258,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:13:58+00:00,1623586438000000000,https://twitter.com/anyuser/status/1404049405678870530,1404032433809416192,en,128,116,54251,64213,131,6521,1526,14,108,2,False,97,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
259,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:31:14+00:00,1623580274000000000,https://twitter.com/anyuser/status/1404023548394364932,1404014417168146432,ja,233,254,54213,749,117,18003,23,15,213,4,False,86,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
260,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:19:42+00:00,1623586782000000000,https://twitter.com/anyuser/status/1404050846485204992,1404029142694129664,en,267,427,3348,28167,32,67806,15485,20,61,0,False,93,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False
261,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:44:52+00:00,1623581092000000000,https://twitter.com/anyuser/status/1404026980014583814,1404022095399452672,en,44,470,70372,99960,1996,14611,988,24,95,0,False,157,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
262,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:56:42+00:00,1623585402000000000,https://twitter.com/anyuser/status/1404045058119127044,1404022226328768512,ko,43,192,11115,16805,245,14666,86,17,87,0,False,77,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
263,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:51:16+00:00,1623585076000000000,https://twitter.com/anyuser/status/1404043691241611264,1403905055128920064,th,0,6,10,17,188,10631,4585,18,24,32,False,287,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True
264,Rand200_32t6RTd,SWZ_D1,2021-06-13 10:30:53+00:00,1623580253000000000,https://twitter.com/anyuser/status/1404023461698322441,1404018506983645184,en,541,4993,116281,37830,5167,7820,4712,7,19,0,False,127,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
265,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:58:07+00:00,1623585487000000000,https://twitter.com/anyuser/status/1404045414970445824,1404013092955037696,in,5,51,475,1973,149,21887,302,7,33,0,False,96,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False
266,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:25:11+00:00,1623587111000000000,https://twitter.com/anyuser/status/1404052224754425859,1404006497957257216,ko,22,59,1885,2439,349,20538,436,7,9,1,False,139,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
267,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:50:47+00:00,1623585047000000000,https://twitter.com/anyuser/status/1404043571360063496,1404021517248208896,in,12,111,294,1507,149,21887,300,26,86,1,False,100,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
268,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:08:44+00:00,1623586124000000000,https://twitter.com/anyuser/status/1404048084817088521,1403900972171247616,und,114,703,3653,42999,130,13441,44859,23,156,1,False,60,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
269,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:15:45+00:00,1623586545000000000,https://twitter.com/anyuser/status/1404049854473682948,1404014744504262656,en,107,121,16569,72278,146,9052,3718,12,30,0,False,180,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
270,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:44:38+00:00,1623584678000000000,https://twitter.com/anyuser/status/1404042021837344769,1404034016555192320,en,1,34,962,1918,921,18659,792,7,38,1,False,122,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
271,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:12:10+00:00,1623586330000000000,https://twitter.com/anyuser/status/1404048951259533320,1404045446582980608,en,34,318,975,5338,611,85950,17718,11,66,1,False,91,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
272,Rand200_32t6RTd,SWZ_D1,2021-06-13 11:32:07+00:00,1623583927000000000,https://twitter.com/anyuser/status/1404038872691097601,1404004890704289792,pt,436,615,19818,78486,210,17727,27167,8,35,1,False,298,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
