,RT_SubSet,Concert,Last_RT_created_at,Last_RT_id,Last_RT_url,OriTwt_id,language,LastRT_user_followers_count,Last_RT_user_friends_count,Last_RT_user_statuses_count,Last_RT_user_favorites_count,Ori_Twt_user_friends_count,Ori_Twt_user_statuses_count,Ori_Twt_user_followers_count,Last_RT_retweet_count,Last_RT_favorite_count,Last_RT_reply_count,Shout,Tweet Length,Tweet link/media,Affection,Intensifiers,Self,Members,recording,Stills,Production,Music,Commentary,Army,Anticipation,Fanwork,Information,Stream,Spam,Commercial
395,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:16:46+00:00,1623586606000000000,https://twitter.com/anyuser/status/1404050108853981184,1404046743378051072,pt,635,722,16391,14742,10651,4014,11428,9,28,0,False,105,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
396,Rand200_32t6RTd,SWZ_D1,2021-06-13 09:12:58+00:00,1623575578000000000,https://twitter.com/anyuser/status/1404003852525912066,1403731465423273984,en,461,1552,45787,55259,1727,31491,305,28,51,5,False,249,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
397,Rand200_32t6RTd,SWZ_D1,2021-06-13 09:26:36+00:00,1623576396000000000,https://twitter.com/anyuser/status/1404007285626601480,1403996185363464192,en,1274,1393,47311,41179,572,70829,100496,12,63,6,False,164,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
398,Rand200_32t6RTd,SWZ_D1,2021-06-13 09:19:56+00:00,1623575996000000000,https://twitter.com/anyuser/status/1404005608316100609,1402196476885880832,tr,88,93,47188,162869,72,82786,158951,26,553,20,False,373,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False
399,Rand200_32t6RTd,SWZ_D1,2021-06-13 12:13:08+00:00,1623586388000000000,https://twitter.com/anyuser/status/1404049192302022660,1404043250923671552,es,24,469,62,2392,21987,18124,21462,13,32,0,False,198,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False
400,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:47:20+00:00,1623584840000000000,https://twitter.com/anyuser/status/1404042700698050562,1404025365916487680,ar,35,205,214,537,19,1270,26,1,27,1,False,116,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
401,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:29:48+00:00,1623583788000000000,https://twitter.com/anyuser/status/1404038287833157637,1404038174905716736,und,431,1377,21486,32042,1245,14167,952,1,1,0,False,87,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False
402,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:12:14+00:00,1623575534000000000,https://twitter.com/anyuser/status/1404003667091460100,1404003530948546560,th,108,1598,53235,23881,80,212436,317,1,0,0,False,167,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False
403,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:59:46+00:00,1623585586000000000,https://twitter.com/anyuser/status/1404045828256370691,1404022782787211264,ru,59,177,5483,41361,16,3432,131,1,12,0,False,121,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False
404,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:58:54+00:00,1623578334000000000,https://twitter.com/anyuser/status/1404015412078026754,1404015103905722368,en,549,615,2180,2981,1900,8476,2006,2,2,0,False,129,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False
405,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:56:57+00:00,1623578217000000000,https://twitter.com/anyuser/status/1404014923466768390,1404013902870966272,in,343,271,3079,28929,3276,24376,3885,1,2,0,False,118,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
406,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:45:43+00:00,1623584743000000000,https://twitter.com/anyuser/status/1404042295792472064,1404042252398350336,und,186,199,1672,386,1717,88538,499,1,0,0,False,183,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
407,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:10:19+00:00,1623579019000000000,https://twitter.com/anyuser/status/1404018284236771332,1404016654716129280,es,823,1465,2525,4557,28,46,5,2,11,2,False,122,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
408,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:18:59+00:00,1623583139000000000,https://twitter.com/anyuser/status/1404035564899209221,1404032885770711040,ko,4095,168,304293,486056,302,30168,31,1,2,0,False,92,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
409,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:44:23+00:00,1623584663000000000,https://twitter.com/anyuser/status/1404041957177921537,1404041931693383680,en,3,42,3730,285,315,9438,272,1,0,0,False,105,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
410,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:13:58+00:00,1623582838000000000,https://twitter.com/anyuser/status/1404034304016109576,1404024377029636096,ru,29,59,11693,10330,401,7670,806,2,36,0,False,100,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
411,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:39:17+00:00,1623580757000000000,https://twitter.com/anyuser/status/1404025576986316800,1404024585792618496,en,306,222,40412,26852,880,26980,197,1,1,0,False,108,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
412,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:13:44+00:00,1623582824000000000,https://twitter.com/anyuser/status/1404034244465283076,1404029847752564736,es,114,398,1177,1375,1841,2587,1924,3,6,0,False,270,True,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False
413,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:43:56+00:00,1623581036000000000,https://twitter.com/anyuser/status/1404026744135421954,1404025923943473152,es,4,86,178,753,1548,43322,5802,1,11,0,False,123,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
414,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:47:26+00:00,1623581246000000000,https://twitter.com/anyuser/status/1404027626918871049,1404022241994575872,ja,16,57,964,7996,57,963,16,1,1,1,False,79,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
415,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:07:21+00:00,1623575241000000000,https://twitter.com/anyuser/status/1404002438508474373,1404002361287217152,ko,5,49,9233,12085,71,10679,42,2,2,0,False,226,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
416,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:02:08+00:00,1623578528000000000,https://twitter.com/anyuser/status/1404016225055817728,1404012745612087296,en,2198,4972,102615,150953,95,34827,61,2,2,0,False,174,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
417,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:23:24+00:00,1623576204000000000,https://twitter.com/anyuser/status/1404006479301120000,1403991679565189120,en,526,586,34671,21774,349,48671,39083,2,10,0,False,186,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True
418,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:16:30+00:00,1623579390000000000,https://twitter.com/anyuser/status/1404019841351131138,1404019777497010176,th,8,66,1642,274,609,149758,344,1,0,0,False,140,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
419,Rand200_3t1RTd,SWZ_D1,2021-06-13 12:01:09+00:00,1623585669000000000,https://twitter.com/anyuser/status/1404046176635133956,1404045842974076928,ja,5,67,129,391,617,7099,220,1,2,0,False,162,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
420,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:00:57+00:00,1623578457000000000,https://twitter.com/anyuser/status/1404015928845688833,1404015632841125888,en,13,102,261,574,21,379,2,1,1,0,False,133,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
421,Rand200_3t1RTd,SWZ_D1,2021-06-13 12:22:25+00:00,1623586945000000000,https://twitter.com/anyuser/status/1404051529741455363,1404050496491376640,ko,220,422,479,882,1052,4725,1203,1,2,0,False,82,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
422,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:37:51+00:00,1623580671000000000,https://twitter.com/anyuser/status/1404025216552951812,1404024741502107648,en,483,1151,42695,73571,800,7644,412,2,2,0,False,98,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
423,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:34:32+00:00,1623580472000000000,https://twitter.com/anyuser/status/1404024379088859140,1404024010749493248,en,632,570,6215,17616,464,14027,467,1,1,0,False,158,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
424,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:12:07+00:00,1623582727000000000,https://twitter.com/anyuser/status/1404033840599822337,1404032865633935360,en,12,121,6742,41635,194,20131,196,2,6,0,False,127,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False
425,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:25:03+00:00,1623579903000000000,https://twitter.com/anyuser/status/1404021994094350339,1404021886078525440,en,0,2,24,19,268,3752,36,2,0,0,False,185,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
426,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:54:52+00:00,1623585292000000000,https://twitter.com/anyuser/status/1404044598935232520,1404044310081900544,en,1060,1057,89570,231187,2529,26473,1168,1,1,0,False,238,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False
427,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:57:58+00:00,1623578278000000000,https://twitter.com/anyuser/status/1404015179050881033,1404015126135533568,en,4010,778,30838,22089,778,30837,4010,1,1,0,False,83,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
428,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:59:42+00:00,1623581982000000000,https://twitter.com/anyuser/status/1404030711917514752,1404028751835447296,en,0,29,480,1842,451,43732,120,1,1,0,False,200,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
429,Rand200_3t1RTd,SWZ_D1,2021-06-13 12:16:33+00:00,1623586593000000000,https://twitter.com/anyuser/status/1404050055074443266,1404044964833611776,ja,4,37,1570,2225,1824,3531,417,3,18,1,False,137,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
430,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:45:58+00:00,1623584758000000000,https://twitter.com/anyuser/status/1404042358988046339,1404025255560028160,en,488,552,4797,7014,552,4796,488,1,2,0,False,144,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
431,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:40:25+00:00,1623577225000000000,https://twitter.com/anyuser/status/1404010763199549442,1404010103255175168,tl,13,259,5085,6059,1976,14134,2022,3,5,0,True,43,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
432,Rand200_3t1RTd,SWZ_D1,2021-06-13 12:23:02+00:00,1623586982000000000,https://twitter.com/anyuser/status/1404051685228515328,1404051530219540480,ko,5,49,9240,12095,71,10685,42,1,1,0,False,239,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
433,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:27:34+00:00,1623583654000000000,https://twitter.com/anyuser/status/1404037727415275523,1404037384581177344,en,78,41,4658,7652,149,21870,297,1,6,0,False,106,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False
434,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:00:39+00:00,1623578439000000000,https://twitter.com/anyuser/status/1404015854329630722,1404011107229093888,in,578,631,2688,4142,109,44422,33959,2,7,0,False,294,True,False,False,False,True,False,True,True,False,False,True,True,False,False,False,False,False
435,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:02:20+00:00,1623582140000000000,https://twitter.com/anyuser/status/1404031376853110786,1404031054659436544,et,129,649,163340,175733,275,486,112,1,3,0,False,113,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
436,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:12:39+00:00,1623579159000000000,https://twitter.com/anyuser/status/1404018875482656769,1404018748537724928,en,56,157,2488,11074,93,1273,8,1,2,0,False,254,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
437,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:00:05+00:00,1623578405000000000,https://twitter.com/anyuser/status/1404015709009547264,1404015058066186240,th,106,186,7073,7725,469,11155,1660,2,3,0,False,72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
438,Rand200_3t1RTd,SWZ_D1,2021-06-13 12:26:47+00:00,1623587207000000000,https://twitter.com/anyuser/status/1404052629139820550,1404044344835801088,th,314,304,17414,587,216,439268,1225,3,4,0,False,149,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
439,Rand200_3t1RTd,SWZ_D1,2021-06-13 12:00:11+00:00,1623585611000000000,https://twitter.com/anyuser/status/1404045933214461974,1404044341132234752,in,622,562,5356,5750,562,5355,622,1,4,0,False,257,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False
440,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:09:11+00:00,1623582551000000000,https://twitter.com/anyuser/status/1404033098543603717,1404032777540882432,ko,827,533,185041,96755,414,32314,883,1,1,0,False,135,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
441,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:32:15+00:00,1623576735000000000,https://twitter.com/anyuser/status/1404008708204503043,1404007753136316416,en,129,179,4291,8430,696,22182,598,1,3,0,False,172,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
442,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:32:00+00:00,1623580320000000000,https://twitter.com/anyuser/status/1404023744700596234,1404020985347645440,en,498,884,12983,117389,1629,35728,1913,2,6,0,False,186,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
443,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:18:40+00:00,1623583120000000000,https://twitter.com/anyuser/status/1404035486297956353,1404033576702599168,th,5,71,2871,4414,589,9528,2351,3,0,1,False,265,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
444,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:38:38+00:00,1623580718000000000,https://twitter.com/anyuser/status/1404025410409537537,1404024354740920320,ja,194,304,4362,6538,31,1387,9,1,7,0,False,82,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
445,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:55:52+00:00,1623581752000000000,https://twitter.com/anyuser/status/1404029748574146564,1404028865966714880,en,9,70,5892,15604,269,31962,444,1,3,0,False,225,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False
446,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:17:14+00:00,1623579434000000000,https://twitter.com/anyuser/status/1404020025262960651,1404019685121658880,th,2,87,701,268,596,17031,1496,1,4,11,False,279,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
447,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:43:26+00:00,1623581006000000000,https://twitter.com/anyuser/status/1404026621271560196,1404026525075218432,en,9,80,1013,8243,102,16579,71,1,2,0,False,95,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False
448,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:22:34+00:00,1623579754000000000,https://twitter.com/anyuser/status/1404021369818341376,1404021151161016320,en,154,182,16589,15124,472,27834,515,2,3,0,False,69,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
449,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:57:54+00:00,1623578274000000000,https://twitter.com/anyuser/status/1404015159564189697,1404014786053091328,en,56,157,2481,11058,4811,50021,4311,1,6,0,False,68,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
450,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:53:36+00:00,1623585216000000000,https://twitter.com/anyuser/status/1404044278871904269,1404044141147787264,th,2,20,23,93,1389,18114,281,1,1,0,False,175,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
451,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:10:39+00:00,1623582639000000000,https://twitter.com/anyuser/status/1404033470548963332,1404033310074884096,et,30,104,1066,909,1541,27824,1724,1,1,0,False,107,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
452,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:57:39+00:00,1623585459000000000,https://twitter.com/anyuser/status/1404045295848153093,1404043669817147392,pt,16204,14187,293072,193540,14187,293071,16204,1,6,0,False,142,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
453,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:49:04+00:00,1623577744000000000,https://twitter.com/anyuser/status/1404012939019898885,1404012563721904128,th,6,141,4755,4398,192,47344,230,1,3,0,False,79,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
454,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:14:09+00:00,1623575649000000000,https://twitter.com/anyuser/status/1404004151751741442,1404002887924072448,en,71,111,2482,7362,588,2329,609,1,3,1,False,107,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
455,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:04:18+00:00,1623578658000000000,https://twitter.com/anyuser/status/1404016773624741889,1404016253048561664,th,18,67,1171,32714,1390,18023,270,2,7,0,False,114,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False
456,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:15:46+00:00,1623575746000000000,https://twitter.com/anyuser/status/1404004557596725254,1403982285221687296,ja,884,414,32311,37584,109,10033,72,1,2,1,False,129,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False
457,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:57:24+00:00,1623578244000000000,https://twitter.com/anyuser/status/1404015035878461442,1404014608705224704,de,2,14,1230,1230,524,476,26,1,4,0,False,262,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
458,Rand200_3t1RTd,SWZ_D1,2021-06-13 12:14:58+00:00,1623586498000000000,https://twitter.com/anyuser/status/1404049655382609930,1404048870800306176,en,193,289,7022,25933,739,2113,636,1,2,1,False,441,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False
459,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:26:02+00:00,1623583562000000000,https://twitter.com/anyuser/status/1404037340620677127,1404034546975219712,und,63,736,39866,42712,80,17505,4472,2,3,0,False,119,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
460,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:47:10+00:00,1623584830000000000,https://twitter.com/anyuser/status/1404042657635061775,1404042475929407488,en,1827,1899,33492,58618,2476,15281,3348,2,3,0,False,115,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
461,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:28:19+00:00,1623583699000000000,https://twitter.com/anyuser/status/1404037913638174720,1404037541527838720,th,20,415,12752,25440,436,3275,42,2,1,0,False,117,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
462,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:57:54+00:00,1623581874000000000,https://twitter.com/anyuser/status/1404030261679902723,1404030174379667456,th,66,353,8311,7860,1389,18048,276,1,1,0,False,167,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
463,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:05:10+00:00,1623575110000000000,https://twitter.com/anyuser/status/1404001889168076801,1403981847361687552,ru,53,182,15225,121534,91,2798,84,3,10,1,False,212,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
464,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:17:39+00:00,1623583059000000000,https://twitter.com/anyuser/status/1404035229627473923,1404032443393490944,en,333,258,113845,148698,452,10683,3008,1,11,1,False,321,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
465,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:11:32+00:00,1623582692000000000,https://twitter.com/anyuser/status/1404033691203084293,1404033593903661056,es,669,358,62864,42087,1868,7146,737,1,1,0,False,219,False,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False
466,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:41:42+00:00,1623584502000000000,https://twitter.com/anyuser/status/1404041283509702662,1404038839627223040,und,3,41,2362,3660,41,2361,3,1,1,0,False,252,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
467,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:56:50+00:00,1623585410000000000,https://twitter.com/anyuser/status/1404045091136851971,1404004504798904320,es,181,294,16411,66325,538,35299,454,2,3,1,False,190,True,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
468,Rand200_3t1RTd,SWZ_D1,2021-06-13 12:10:24+00:00,1623586224000000000,https://twitter.com/anyuser/status/1404048508026601473,1404044908021772288,en,26,128,3923,2893,56,659,5,1,2,0,False,147,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False
469,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:50:39+00:00,1623577839000000000,https://twitter.com/anyuser/status/1404013338225385477,1404013242637291520,en,0,8,851,2,326,20364,603,1,1,0,False,78,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False
470,Rand200_3t1RTd,SWZ_D1,2021-06-13 12:14:16+00:00,1623586456000000000,https://twitter.com/anyuser/status/1404049478932340741,1404049372715765760,ko,18,63,726,1320,183,2527,14,1,1,0,False,82,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
471,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:02:41+00:00,1623578561000000000,https://twitter.com/anyuser/status/1404016364709289987,1404016038014984192,en,11,219,9357,1260,1900,8478,2006,2,5,0,False,118,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
472,Rand200_3t1RTd,SWZ_D1,2021-06-13 12:26:02+00:00,1623587162000000000,https://twitter.com/anyuser/status/1404052440828108809,1404050579958079488,in,24,47,143,5531,138,2376,137,1,16,1,False,261,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
473,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:36:56+00:00,1623577016000000000,https://twitter.com/anyuser/status/1404009884904009733,1404009707589750784,tr,684,684,5430,6903,115,1297,147,1,1,0,False,139,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False
474,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:46:58+00:00,1623581218000000000,https://twitter.com/anyuser/status/1404027509427998722,1404027246269001728,vi,49,970,3958,26011,96,3379,59,1,1,0,False,143,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
475,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:52:35+00:00,1623585155000000000,https://twitter.com/anyuser/status/1404044020964225028,1404043634933002240,ko,59,65,2230,998,404,2551,515,1,0,0,False,92,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
476,Rand200_3t1RTd,SWZ_D1,2021-06-13 12:08:13+00:00,1623586093000000000,https://twitter.com/anyuser/status/1404047956819415043,1404046892317560832,ko,4,75,3657,4831,211,9548,19,1,2,0,False,75,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
477,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:53:32+00:00,1623585212000000000,https://twitter.com/anyuser/status/1404044260005924867,1404043081083670528,en,1,19,374,592,139,1188,242,3,8,3,False,312,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
478,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:40:35+00:00,1623580835000000000,https://twitter.com/anyuser/status/1404025903286521857,1404025722302201856,en,28,71,5541,16713,235,17003,249,1,1,0,False,127,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
479,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:06:00+00:00,1623578760000000000,https://twitter.com/anyuser/status/1404017199656828932,1404015685752160256,en,9,98,5273,5035,3779,37247,3782,2,6,0,False,128,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
480,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:13:55+00:00,1623579235000000000,https://twitter.com/anyuser/status/1404019192194428936,1404014069183508480,th,1,105,219,1334,1390,18031,272,2,5,0,False,163,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
481,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:53:14+00:00,1623577994000000000,https://twitter.com/anyuser/status/1404013985071079425,1404013450947354624,en,1130,1093,97499,148078,568,26131,1024,1,1,0,False,149,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
482,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:09:37+00:00,1623582577000000000,https://twitter.com/anyuser/status/1404033210875449345,1404019168857321472,th,37,316,46892,22736,105,44648,33,1,3,1,False,122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
483,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:05:06+00:00,1623578706000000000,https://twitter.com/anyuser/status/1404016974804496387,1404016908744237056,en,0,63,739,1903,387,7856,40,1,1,0,False,107,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
484,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:20:00+00:00,1623576000000000000,https://twitter.com/anyuser/status/1404005625290313729,1404000074556841984,en,1006,601,13493,27937,637,3656,642,1,2,0,False,197,True,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False
485,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:25:28+00:00,1623579928000000000,https://twitter.com/anyuser/status/1404022097689550849,1404021967183695872,en,289,2596,247550,41938,22,297,17,1,3,0,False,182,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
486,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:03:02+00:00,1623578582000000000,https://twitter.com/anyuser/status/1404016452567388161,1404014883541114880,en,1519,1481,186742,776,2740,79317,496,1,0,0,False,114,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
487,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:50:16+00:00,1623585016000000000,https://twitter.com/anyuser/status/1404043439625306116,1404042561577046016,th,706,535,361421,25320,93,89,8,1,1,0,False,135,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
488,Rand200_3t1RTd,SWZ_D1,2021-06-13 09:38:01+00:00,1623577081000000000,https://twitter.com/anyuser/status/1404010156443111426,1404004391070310400,ko,18,292,969,3643,308,13077,62,1,1,0,False,80,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
489,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:27:13+00:00,1623580033000000000,https://twitter.com/anyuser/status/1404022537202192390,1404020143034974208,en,39,228,115105,32441,454,1113,28,1,1,0,False,77,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
490,Rand200_3t1RTd,SWZ_D1,2021-06-13 10:30:20+00:00,1623580220000000000,https://twitter.com/anyuser/status/1404023322233372676,1404022953780465664,in,2,7,29,998,143,13845,23,1,4,0,False,125,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
491,Rand200_3t1RTd,SWZ_D1,2021-06-13 11:27:47+00:00,1623583667000000000,https://twitter.com/anyuser/status/1404037780393582593,1404037668007260160,es,1,125,24,175,231,5319,196,1,2,1,False,163,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
